
 Lista de Imóveis da Caixa;;Data de geração:;08/01/2026;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Descrição;Modalidade de venda;Link de acesso

 1444411609940 ;AC ;RIO BRANCO ;LOTEAMENTO JAGUAR ;RUA PINTASSILGO, N. SN, QD15 LT29 ;241.542,12;379.000,00;36.27;Casa, 115.93 de área total, 115.93 de área privativa, 300.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444411609940
 1555526252809 ;AC ;RIO BRANCO ;PARQUE DOS SABIAS ;RUA PALERMO, N. 49, QD02 CS49 ;242.816,75;381.000,00;36.27;Casa, 0.00 de área total, 70.85 de área privativa, 149.80 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555526252809
 1555528608775 ;AC ;RIO BRANCO ;ABRAAO ALAB ;RUA ARI RODRIGUES, N. SN, ;197.567,43;310.000,00;36.27;Terreno, 0.00 de área total, 0.00 de área privativa, 630.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555528608775
 1600000161288 ;AC ;RIO BRANCO ;ESTACAO EXPERIMENTAL ; RUA BOA VISTA, N. SN, ;558.287,33;876.000,00;36.27;Casa, 310.94 de área total, 173.15 de área privativa, 630.00 de área do terreno,  4 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1600000161288
 8444410362442 ;AC ;RIO BRANCO ;MOCINHA MAGALHAES ;RUA DA PITANGA, N. 317, ;165.064,40;259.000,00;36.27;Casa, 143.95 de área total, 143.95 de área privativa, 283.80 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444410362442
 1334000000077 ;AC ;RIO BRANCO ;VILA IVONETE ;RUA ABRAIM FARHAT, N. 110, LT 17 QD E ;963.000,00;963.000,00;0.00;Casa, 341.42 de área total, 341.42 de área privativa, 300.00 de área do terreno,  4 qto(s), a.serv, WC, WC Emp, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1334000000077
 1787700567327 ;AC ;RIO BRANCO ;FLORESTA SUL ;AVENIDA DAS FLORES, N. SN, Apto 805, BL C PAV 08 ;259.000,00;259.000,00;0.00;Apartamento, 94.26 de área total, 49.74 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787700567327
 8444404046011 ;AC ;RIO BRANCO ;SANTA QUITERIA ;RUA BOTAFOGO, N. 421, ;133.000,00;133.000,00;0.00;Casa, 70.00 de área total, 242.57 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444404046011
 8555510525310 ;AC ;RIO BRANCO ;ALTO ALEGRE ;ESTRADA DE PORTO ACRE, ROD AC-010, N. 2095, CS 09 QD 04 ;186.000,00;186.000,00;0.00;Casa, 175.38 de área total, 37.52 de área privativa, 137.88 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555510525310
 1555520394261 ;AC ;RIO BRANCO ;BAIXA DA COLINA ;TRAVESSA PRIMAVERA, N. 123, ;331.972,23;311.000,00;0.00;Casa, 205.52 de área total, 205.52 de área privativa, 309.05 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555520394261
 1444418526900 ;AC ;RIO BRANCO ;FLORESTA SUL ;TRAVESSA BURITI, N. SN, ;1.891.306,35;1.220.000,00;0.00;Terreno, 0.00 de área total, 0.00 de área privativa, 4355.94 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444418526900
