
 Lista de Imóveis da Caixa;;Data de geração:;08/01/2026;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Descrição;Modalidade de venda;Link de acesso

 8444415517460 ;BA ;BOM JESUS DA LAPA ;SHANGRI-LA ;RUA PARANA, N. 156, LT 28A QD EH ;123.483,05;225.000,00;45.12;Casa, 0.00 de área total, 80.00 de área privativa, 216.90 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444415517460
 8444407031392 ;BA ;BOM JESUS DA LAPA ;BAIRRO LAGOA GRANDE ; RUA JOAQUIM DOS PASSOS MARTINS, N. 917, QD 23, LT 22 ;108.444,81;183.000,00;40.75;Casa, 86.80 de área total, 86.80 de área privativa, 180.00 de área do terreno,  3 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444407031392
 8444417250828 ;BA ;BOM JESUS DA LAPA ;BAIRRO MARAVILHA ; RUA ISABEL BISPO DA SILVA, N. 116, LT 10/12-C, QD H ;106.667,03;180.000,00;40.75;Casa, 75.54 de área total, 75.54 de área privativa, 180.00 de área do terreno,  3 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444417250828
 1444407517793 ;BA ;BOM JESUS DA LAPA ;JUREMA ;LOTEAMENTO JUREMA, N. SN, QUADRA IV ;70.592,66;118.000,00;40.18;Terreno, 0.00 de área total, 0.00 de área privativa, 600.00 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444407517793
 8444418343544 ;BA ;BOM JESUS DA LAPA ;Lot Lagoa Grande ;RUA ALAGOAS, N. 246, LT05A QD25 ;114.838,57;190.000,00;39.56;Casa, 91.20 de área total, 91.20 de área privativa, 150.00 de área do terreno,  3 qto(s), WC, 2 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444418343544
 8444414369743 ;BA ;BOM JESUS DA LAPA ;SHANGRI-LA ; RUA FIRMINA SILVA, N. 1724, LT 12 QD O ;249.470,79;249.470,79;0.00;Casa, 87.82 de área total, 87.82 de área privativa, 300.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444414369743
 8444423144929 ;BA ;BOM JESUS DA LAPA ;MIRANTE DA LAPA ; VIA LOCAL 19, N. 505, QD. 4, LOTE 11-B ;169.000,00;169.000,00;0.00;Casa, 80.00 de área total, 80.00 de área privativa, 150.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444423144929
 8444433173220 ;BA ;BOM JESUS DA LAPA ;LOTEAMENTO MARIANA ;RUA LAS VEGAS, N. 58, LT 20A QD 24 ;304.636,91;300.000,00;0.00;Casa, 86.35 de área total, 86.35 de área privativa, 164.37 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444433173220
 1444423816457 ;BA ;BOM JESUS DA LAPA ;SÃO CONRADO ; VIA LOCAL 11, N. 213, LT 06, QD 21 ;426.589,56;410.000,00;0.00;Casa, 180.50 de área total, 180.50 de área privativa, 302.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444423816457
 1444421079943 ;BA ;BRUMADO ;RODOVIARIO ;RUA ESPANHA, N. SN, LT 13 QD 01 ;49.079,55;81.000,00;39.41;Terreno, 0.00 de área total, 0.00 de área privativa, 337.15 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444421079943
 1444421305021 ;BA ;BRUMADO ;RODOVIARIO ;RUA ESPANHA, N. SN, LT 12 QD 01 ;45.444,03;75.000,00;39.41;Terreno, 0.00 de área total, 0.00 de área privativa, 317.33 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444421305021
