
 Lista de Imóveis da Caixa;;Data de geração:;08/01/2026;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Descrição;Modalidade de venda;Link de acesso

 8286300001189 ;PR ;ALMIRANTE TAMANDARE ;LAMENHA GRANDE ;RUA JOAO GIANNINI, N. 32, CS 02 ;177.073,80;290.000,00;38.95;Casa, 0.00 de área total, 68.70 de área privativa, 294.17 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8286300001189
 8787701052612 ;PR ;ALMIRANTE TAMANDARE ;TANGUA ;RUA JOSE KLEINA, N. 501, Apto 116, BL 29 TIPO 1 ;145.877,49;238.243,38;38.77;Apartamento, 45.02 de área total, 44.38 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787701052612
 1787700712319 ;PR ;ALMIRANTE TAMANDARE ;BONFIM ;RUA ALFREDO DE ANDRADE, N. 75, Apto 308, BL 40 ;108.080,77;175.000,00;38.24;Apartamento, 45.83 de área total, 40.31 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787700712319
 1787701418422 ;PR ;ALMIRANTE TAMANDARE ;BONFIM ;RUA ALFREDO DE ANDRADE, N. 75, Apto 204, BL 36 ;123.996,39;197.000,00;37.06;Apartamento, 49.58 de área total, 43.61 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787701418422
 1787701045715 ;PR ;ALMIRANTE TAMANDARE ;TANGUA ;RUA ELIZIO FERREIRA DO NASCIMENTO, N. 961, Apto 11, BL.B  AP B ;175.000,00;175.000,00;0.00;Apartamento, 0.00 de área total, 41.11 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787701045715
 8787704171876 ;PR ;ALMIRANTE TAMANDARE ;JARDIM SANTO ANTONIO ;RUA MAURICIO ROSEMANN, N. 455, Apto 614, BL 06 ;183.310,13;183.310,13;0.00;Apartamento, 0.00 de área total, 40.31 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787704171876
 8787705277716 ;PR ;ALMIRANTE TAMANDARE ;JARDIM BUENOS AIRES ;AVENIDA VEREADOR WADISLAU BUGALSKI, N. 3690, Apto 148, BL 01 VG 90 ;170.000,00;170.000,00;0.00;Apartamento, 50.52 de área total, 43.65 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787705277716
 8787706753872 ;PR ;ALMIRANTE TAMANDARE ;JARDIM CAMPO VERDE ;RUA MANOEL BARBOSA, N. 207, Apto 5222, BL 52 VG184 ;140.000,00;140.000,00;0.00;Apartamento, 43.37 de área total, 41.54 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787706753872
 8787711378766 ;PR ;ALMIRANTE TAMANDARE ;TANGUA ;RUA ELIZIO FERREIRA DO NASCIMENTO, N. 961, Apto 14-E, BL E VG 103 LT 01C1B1 ;174.200,00;174.200,00;0.00;Apartamento, 0.00 de área total, 41.11 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711378766
 8787708228457 ;PR ;ALMIRANTE TAMANDARE ;BONFIM ;RUA ALFREDO DE ANDRADE, N. 75, Apto 108, BL 08 VG 376 ;190.000,00;188.800,00;0.00;Apartamento, 45.94 de área total, 40.31 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708228457
 8787711381015 ;PR ;ALMIRANTE TAMANDARE ;TANGUA ;RUA ELIZIO FERREIRA DO NASCIMENTO, N. 961, Apto 02-G, BL G VG 123 ;174.194,30;167.000,00;0.00;Apartamento, 45.39 de área total, 41.11 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711381015
 8444408814110 ;PR ;ALTONIA ;LOT JARDIM CAMPO BEL ;RUA MARECHAL ARTHUR COSTA E SILVA, N. 381, . ;89.815,18;160.000,00;43.87;Casa, 0.00 de área total, 130.00 de área privativa, 354.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444408814110
 1444415735990 ;PR ;AMPERE ;ESTACAO ;RUA EUCLIDES DA CUNHA, N. SN, LT 10 QD 518 ;335.000,00;335.000,00;0.00;Casa, 147.45 de área total, 147.45 de área privativa, 257.30 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444415735990
 8787711039929 ;PR ;APUCARANA ;CONJUNTO HABITACIONAL SOLO SAGRADO ;RUA DOUTOR JOEL MIRA SABOIA, N. SN, QD 02 LT 19 ;69.670,09;140.000,00;50.24;Casa, 0.00 de área total, 42.37 de área privativa, 180.20 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711039929
 8787711041869 ;PR ;APUCARANA ;CONJUNTO HABITACIONAL SOLO SAGRADO ;RUA DEP ANTONIO DOS SANTOS MACIEL FILHO, N. SN, LT 08 QD 40 ;71.915,43;137.000,00;47.51;Casa, 0.00 de área total, 42.37 de área privativa, 180.20 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711041869
 8787712046643 ;PR ;APUCARANA ;CONJUNTO HABITACIONAL SOLO SAGRADO ;RUA MAESTRO IVONEI FRANCO DOS SANTOS, N. SN, LT 11 QD 38 ;75.905,91;143.000,00;46.92;Casa, 0.00 de área total, 42.37 de área privativa, 180.20 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712046643
 8787711468927 ;PR ;APUCARANA ;CONJUNTO HABITACIONAL SOLO SAGRADO ;RUA DOUTOR JOEL MIRA SABOIA, N. 1214, LT 16 QD 22 ;70.729,24;132.000,00;46.42;Casa, 0.00 de área total, 42.37 de área privativa, 180.20 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711468927
 8787712638397 ;PR ;APUCARANA ;CONJUNTO HABITACIONAL SOLO SAGRADO ; RUA DR. JOSÉ MIRA SABÓIA, N. SN, LT 29, QD 40 ;73.944,21;138.000,00;46.42;Casa, 0.00 de área total, 42.37 de área privativa, 180.20 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712638397
