
 Lista de Imóveis da Caixa;;Data de geração:;08/01/2026;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Descrição;Modalidade de venda;Link de acesso

 8787711557717 ;PE ;BELO JARDIM ;EUNO ANDRADE DA SILVA ;RUA JOSEFA FERREIRA DE BARROS, N. 39, LT 10 QD 39 ;29.959,11;110.000,00;72.77;Casa, 0.00 de área total, 50.18 de área privativa, 125.02 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711557717
 8444429217880 ;PE ;BELO JARDIM ;MORADA NOBRE ;RUA HONORIO GUIMARAES ANTIGA RUA PROJETADA 07, N. SN, LT 10C QD F6 ;27.610,14;100.000,00;72.39;Casa, 0.00 de área total, 51.77 de área privativa, 60.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444429217880
 8787703748720 ;PE ;BELO JARDIM ;EUNO ANDRADE DA SILVA ;RUA JOSE BRASILIANO DA SILVA, N. 36, LT 09  QD 18 ;25.401,33;92.000,00;72.39;Casa, 0.00 de área total, 46.30 de área privativa, 148.20 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787703748720
 8787704051854 ;PE ;BELO JARDIM ;EUNO ANDRADE DA SILVA ;RUA FERNANDO MANOEL DOS SANTOS, N. 7, LT 29 QD 20 ;25.133,18;91.028,82;72.39;Casa, 0.00 de área total, 50.00 de área privativa, 148.20 de área do terreno,  1 qto(s).;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787704051854
 8787705020880 ;PE ;BELO JARDIM ;EUNO ANDRADE DA SILVA ;RUA JOSE BRASILIANO DA SILVA, N. 55, LT 17 QD 19 ;24.296,92;88.000,00;72.39;Casa, 0.00 de área total, 46.30 de área privativa, 148.20 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787705020880
 8787712644184 ;PE ;BELO JARDIM ;EUNO ANDRADE DA SILVA ;RUA PROFESSORA CREMILDA XAVIER DE SOUZA ANTIGA RUA, N. 108, LT 02 QD 37 ;29.460,01;97.000,00;69.63;Casa, 0.00 de área total, 50.18 de área privativa, 137.40 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712644184
 8787712491159 ;PE ;BELO JARDIM ;EUNO ANDRADE DA SILVA ;RUA JOSEFA FERREIRA DE BARROS DA SILVA, N. 103, QD 39 LT 26 ANT RUA PROJETADA 30 ;28.376,34;90.000,00;68.48;Casa, 0.00 de área total, 50.18 de área privativa, 125.02 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712491159
 8787704280055 ;PE ;BELO JARDIM ;EUNO ANDRADE DA SILVA ;RUA FERNANDO MANOEL DOS SANTOS, N. 55, LT 17 QD 20 ;35.950,93;110.000,00;67.32;Casa, 0.00 de área total, 46.30 de área privativa, 148.20 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787704280055
 8787703551349 ;PE ;BELO JARDIM ;EUNO ANDRADE DA SILVA ;RUA JOSE SOARES TEIXEIRA, N. 84, QD 14, LT 25 ;29.033,19;85.000,00;65.85;Casa, 0.00 de área total, 46.30 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787703551349
 8787701436003 ;PE ;BELO JARDIM ;EUNO ANDRADE DA SILVA ;RUA JOSE SALES DE MOURA, N. 27, LT 43, QD 10 ;21.428,90;62.500,00;65.72;Casa, 35.00 de área total, 35.00 de área privativa, 148.20 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787701436003
 8787708326114 ;PE ;BELO JARDIM ;EUNO ANDRADE DA SILVA ;RUA IRACI ESTER DO CARMO, N. 11, LT 38, QD 34 ;65.959,13;155.413,82;57.56;Casa, 0.00 de área total, 46.30 de área privativa, 148.20 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708326114
 8444418387231 ;PE ;BELO JARDIM ;MORADA NOBRE ;RUA JOSE DE SOUZA BARBOSA, N. 112, LOT 04 B QD E ;55.316,56;127.700,00;56.69;Casa, 0.00 de área total, 65.15 de área privativa, 88.50 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha, Terraco.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444418387231
 8787701114995 ;PE ;BELO JARDIM ;EUNO ANDRADE DA SILVA ;RUA JOSE SALES DE MOURA, N. 19, LT 45 QD 10 ;44.440,65;99.000,00;55.12;Casa, 0.00 de área total, 50.00 de área privativa, 148.20 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, Terraco.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787701114995
 8787703827808 ;PE ;BELO JARDIM ;EUNO ANDRADE DA SILVA ;RUA JOSE BRASILIANO DA SILVA, N. 27, LOTE 24, QUADRA 19 ;45.213,75;98.000,00;53.87;Casa, 0.00 de área total, 46.30 de área privativa, 148.20 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787703827808
 8787706280753 ;PE ;BELO JARDIM ;EUNO ANDRADE DA SILVA ;RUA NECI MARIA FERREIRA, N. 47, QD 23 LT 12 ;42.630,05;92.399,89;53.87;Casa, 0.00 de área total, 46.30 de área privativa, 196.60 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787706280753
 8787707061087 ;PE ;BELO JARDIM ;EUNO ANDRADE DA SILVA ;RUA IRACI ESTER DO CARMO, N. 24, QD 33 LT 06 LOT VIANA E MOURA ;45.675,12;99.000,00;53.87;Casa, 0.00 de área total, 46.30 de área privativa, 148.20 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787707061087
 8787708700903 ;PE ;BELO JARDIM ;EUNO ANDRADE DA SILVA ;RUA GERALDO BEZERRA DA SILVA, N. S/N, QD 33 LT 21 ;41.522,83;90.000,00;53.87;Casa, 0.00 de área total, 46.30 de área privativa, 148.20 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708700903
 8555535243262 ;PE ;BELO JARDIM ;EUNO ANDRADE DA SILVA ;RUA MIGUEL BARROS, N. 47, L. 31, QD. 50, ;41.682,08;90.000,00;53.69;Casa, 0.00 de área total, 50.00 de área privativa, 148.20 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, Terraco.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555535243262
 8787702915312 ;PE ;BELO JARDIM ;EUNO ANDRADE DA SILVA ;RUA R WILLES SOARES TEIXEIRA, N. 67, N. 67, LT.56, QD.14 ;48.607,62;100.000,00;51.40;Casa, 46.30 de área total, 46.30 de área privativa, 148.20 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787702915312
 8787704051285 ;PE ;BELO JARDIM ;EUNO ANDRADE DA SILVA ;RUA FERNANDO MANOEL DOS SANTOS, N. 11, LT 28 QD 29 ;46.663,31;96.000,00;51.40;Casa, 0.00 de área total, 46.30 de área privativa, 148.20 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787704051285
