
 Lista de Imóveis da Caixa;;Data de geração:;08/01/2026;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Descrição;Modalidade de venda;Link de acesso

 8555538149402 ;ES ;SERRA ;COLINA DE LARANJEIRAS ;RUA DOM PEDRO II, N. 312, Apto 105, BL 01 VAGA 09 ;215.531,18;352.000,00;38.77;Apartamento, 69.00 de área total, 47.35 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555538149402
 8787709823316 ;ES ;SERRA ;MORADA DE LARANJEIRAS ;RUA DAS GRAUNAS, N. 53, Apto 203, BL 04 VAGA 58 ;249.600,00;249.600,00;0.00;Apartamento, 58.93 de área total, 40.82 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709823316
 8555539836861 ;ES ;SERRA ;JARDIM LIMOEIRO ;RUA CASTRO ALVES, N. 170, Apto 403, TORRE B ;254.782,62;225.000,00;0.00;Apartamento, 89.85 de área total, 50.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555539836861
 1444401740377 ;ES ;SERRA ;CONJUNTO JACARAIPE ;AVENIDA TALMA RODRIGUES RIBEIRO, N. SN, Apto 402, BL 903 MD B QD 03, 04, 09, 10 GB B ;226.881,85;197.000,00;0.00;Apartamento, 73.21 de área total, 73.21 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, WC Emp, 1 sala(s), DCE, cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444401740377
 10258733 ;ES ;SERRA ;BELVEDERE ;RUA CONCEICAO DO CASTELO, N. S/N, QD 05, LT 13 ;116.113,71;87.377,00;0.00;Terreno, 0.00 de área total, 0.00 de área privativa, 300.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10258733
 10258736 ;ES ;SERRA ;BELVEDERE ;RUA DIVINO DE SAO LOURENCO, N. S/N, QD 05, LT 16 ;115.843,71;66.271,95;0.00;Terreno, 0.00 de área total, 0.00 de área privativa, 300.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10258736
 10258729 ;ES ;SERRA ;BELVEDERE ;RUA DIVINO DE SAO LOURENCO, N. S/N, QD 05, LT 19 ;116.113,68;66.271,95;0.00;Terreno, 0.00 de área total, 0.00 de área privativa, 300.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10258729
 10258743 ;ES ;SERRA ;BELVEDERE ;RUA DIVINO DE SAO LOURENCO, N. S/N, QD 05, LT 22 ;116.113,71;66.271,95;0.00;Terreno, 0.00 de área total, 0.00 de área privativa, 300.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10258743
 10258747 ;ES ;SERRA ;BELVEDERE ;RUA CONCEICAO DO CASTELO, N. S/N, QD 05, LT 07 ;116.113,71;66.271,95;0.00;Terreno, 0.00 de área total, 0.00 de área privativa, 300.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10258747
 10258750 ;ES ;SERRA ;BELVEDERE ;RUA DIVINO DE SAO LOURENCO, N. S/N, QD 05, LT 21 ;116.113,71;66.271,95;0.00;Terreno, 0.00 de área total, 0.00 de área privativa, 300.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10258750
 10258754 ;ES ;SERRA ;BELVEDERE ;RUA CONCEICAO DO CASTELO, N. S/N, QD 05, LT 08 ;116.113,71;66.271,95;0.00;Terreno, 0.00 de área total, 0.00 de área privativa, 300.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10258754
 10258757 ;ES ;SERRA ;BELVEDERE ;RUA CONCEICAO DO CASTELO, N. S/N, QD 05, LT 09 ;116.113,71;66.271,95;0.00;Terreno, 0.00 de área total, 0.00 de área privativa, 300.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10258757
 10258761 ;ES ;SERRA ;BELVEDERE ;RUA CONCEICAO DO CASTELO, N. 00, QD 05, LT 06 ;116.113,71;66.271,95;0.00;Terreno, 0.00 de área total, 0.00 de área privativa, 300.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10258761
 10258740 ;ES ;SERRA ;BELVEDERE ;RUA CONCEICAO DO CASTELO, N. SN, QD 05, LT 05 ;120.113,37;66.271,95;0.00;Terreno, 0.00 de área total, 0.00 de área privativa, 300.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10258740
 10258726 ;ES ;SERRA ;BELVEDERE ;RUA DIVINO DE SAO LOURENCO, N. S/N, QD 05, LT 20 ;212.220,21;66.271,95;0.00;Terreno, 0.00 de área total, 0.00 de área privativa, 300.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10258726
 8787705633865 ;ES ;VIANA ;VILA BETHANIA ;RUA JOAO DEOLINDO, N. SN, Apto 402, BL 13 ;175.523,05;178.000,00;1.40;Apartamento, 50.26 de área total, 42.00 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787705633865
 8555537507178 ;ES ;VIANA ;VILA BETHANIA ;RUA JOAO DEOLINDO, N. 281, Apto 404, BL 07 PAV 04 ;183.429,80;179.000,00;0.00;Apartamento, 60.61 de área total, 42.00 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555537507178
 10208367 ;ES ;VILA VELHA ;RIO MARINHO ;RUA MARILANDIA, N. 00, QD 32, LT 36 ;1.007.142,11;1.859.166,00;45.83;Loja, 0.00 de área total, 850.00 de área privativa, 384.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10208367
