
 Lista de Imóveis da Caixa;;Data de geração:;08/01/2026;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Descrição;Modalidade de venda;Link de acesso

 8444409175553 ;PA ;AUGUSTO CORREA ;CIDADE NOVA ;RUA RAIMUNDO ARAUJO DE MORAES, N. SN, LT 23 ;19.097,22;68.918,70;72.30;Casa, 0.00 de área total, 57.00 de área privativa, 112.50 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444409175553
 8444405922052 ;PA ;AUGUSTO CORREA ;BAIRRO SAO JOAO ;RUA DIOMEDES, N. SN, LT 11 ;22.232,58;71.000,00;68.69;Casa, 0.00 de área total, 51.72 de área privativa, 164.45 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444405922052
 8444410754626 ;PA ;AUGUSTO CORREA ;sao benedito ;RUA E  ALAMEDA BELA VISTA, N. 14, LT 10 ;22.545,71;72.000,00;68.69;Casa, 0.00 de área total, 57.00 de área privativa, 122.00 de área do terreno,  2 qto(s), varanda, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444410754626
 8444406527920 ;PA ;AUGUSTO CORREA ;SAO JOAO ;ALAMEDA ESTRELA, N. SN, LT 04 ;21.025,15;66.000,00;68.15;Terreno, 0.00 de área total, 0.00 de área privativa, 54.00 de área do terreno.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444406527920
 8555504287012 ;PA ;AUGUSTO CORREA ;BAIRRO SAO BENEDITO ;RUA DOMINGOS NIVALDO LIMA, N. SN, . ;32.924,68;100.000,00;67.08;Casa, 0.00 de área total, 115.71 de área privativa, 370.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s).;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555504287012
 8444408074443 ;PA ;AUGUSTO CORREA ;CENTRO ;RUA DIOMEDES, N. SN, LT 06 ;45.142,39;118.000,00;61.75;Casa, 0.00 de área total, 67.85 de área privativa, 168.59 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444408074443
 8444416395180 ;PA ;AUGUSTO CORREA ;lirios do vale ;ALAMEDA LIRIOS A, N. SN, LT 07 ;36.272,10;77.000,00;52.90;Casa, 0.00 de área total, 48.00 de área privativa, 159.90 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444416395180
 8444416977210 ;PA ;AUGUSTO CORREA ;CENTRO ; RUA E, NA ALAMEDA BELA VISTA, N. 14, CS 03, LT 03 ;52.456,91;102.000,00;48.58;Casa, 0.00 de área total, 57.00 de área privativa, 125.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444416977210
 8555514493308 ;PA ;AUGUSTO CORREA ;SANTA CRUZ ; ALAMEDA CAROLINE, N. SN, LT09 QD02 ;61.142,59;107.000,00;42.86;Casa, 50.18 de área total, 50.18 de área privativa, 140.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555514493308
 8444409402410 ;PA ;AUGUSTO CORREA ;B.ESPIRITO SANTO ; TRAVESSA URUMAJÓ, N. 15, ;52.102,60;90.000,00;42.11;Casa, 74.75 de área total, 74.75 de área privativa, 137.80 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444409402410
