
 Lista de Imóveis da Caixa;;Data de geração:;08/01/2026;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Descrição;Modalidade de venda;Link de acesso

 8444417939419 ;PI ;ALTOS ;SANTA LUZ ;RUA II, N. 76, LT 10 QD F ;22.999,11;83.000,00;72.30;Casa, 0.00 de área total, 45.99 de área privativa, 200.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444417939419
 8555526107882 ;PI ;ALTOS ;CENTRO ;RUA II, N. 407, LT 04 QD J ;22.167,82;80.000,00;72.30;Casa, 0.00 de área total, 42.43 de área privativa, 250.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555526107882
 8444405670940 ;PI ;ALTOS ;BOCA DE BARRO ;RUA CANDIDO DE ALMEIDA, N. 701, . ;43.302,97;155.000,00;72.07;Casa, 0.00 de área total, 82.19 de área privativa, 285.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444405670940
 8444427036020 ;PI ;ALTOS ;TRANQUEIRA ;RUA PROJETADA IV, N. 41, . ;30.857,88;103.000,00;70.05;Casa, 0.00 de área total, 52.21 de área privativa, 210.10 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444427036020
 8444411809270 ;PI ;ALTOS ;BACURIZEIRO ;RUA DINAMARCA, N. 341, . ;35.469,02;118.000,00;69.95;Casa, 0.00 de área total, 52.58 de área privativa, 261.50 de área do terreno,  2 qto(s), varanda, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444411809270
 8444412956080 ;PI ;ALTOS ;SÃO SEBASTIÃO ;RUA CAJUEIRO ANTIGA RUA 03, N. 2224, LT 11 QD M ;26.850,65;88.408,42;69.63;Casa, 0.00 de área total, 54.12 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, Terraco.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444412956080
 8444418834688 ;PI ;ALTOS ;CENTRO ;RUA VI, N. 445, LT 02 ;30.558,29;97.000,00;68.50;Casa, 0.00 de área total, 57.91 de área privativa, 200.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444418834688
 8444416881328 ;PI ;ALTOS ;CENTRO ;RUA II, N. 256, LOTE 08 ;34.910,22;106.815,70;67.32;Casa, 0.00 de área total, 45.99 de área privativa, 200.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, Terraco.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444416881328
 8444427477140 ;PI ;ALTOS ;BAIRRO TRANQUEIRA ;RUA I, N. 110, . ;38.365,57;117.000,00;67.21;Casa, 0.00 de área total, 63.22 de área privativa, 200.00 de área do terreno,  2 qto(s), WC, 1 sala(s), sacada, cozinha, Terraco, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444427477140
 8444409101916 ;PI ;ALTOS ;ALTO FRANCO ;RUA PROJETADA I, N. 47, . ;28.493,66;86.000,00;66.87;Casa, 0.00 de área total, 50.87 de área privativa, 200.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, 2 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444409101916
